question_id,question,answer,ground_truth_url,retrieved_urls,rank,RR,Hit@10,Grounded,Confidence,ExecutionTime
73,What is stated about Genie (feral child)?,"She was a victim of severe abuse , neglect , and social isolation.",https://en.wikipedia.org/wiki/Genie_(feral_child),['https://en.wikipedia.org/wiki/Genie_(feral_child)'],1,1.0,1,1,5.740604877471924,6.981660604476929
74,What are the key differences mentioned about Christian culture?,The answer is not available in the given context.,https://en.wikipedia.org/wiki/Christian_culture,"['https://en.wikipedia.org/wiki/Christian_culture', 'https://en.wikipedia.org/wiki/Western_culture']",1,1.0,1,1,4.14802360534668,6.82859992980957
75,What are the key differences mentioned about List of unsolved problems in physics?,"Some of the major unsolved problems in physics are theoretical , meaning that existing theories are currently unable to explain certain observed phenomena or experimental results. Others are experimental , involving challenges in creating experiments to test proposed theories or to investigate specific phenomena in greater detail.",https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_physics,"['https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_physics', 'https://en.wikipedia.org/wiki/History_of_mathematics', 'https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/Modern_physics', 'https://en.wikipedia.org/wiki/Computational_physics']",1,1.0,1,1,6.520623207092285,7.145398378372192
76,What is stated about Taylor Swift: The Eras Tour?,The Eras Tour was Swift 's sixth headlining concert tour and the highest-grossing tour of all time.,https://en.wikipedia.org/wiki/Taylor_Swift:_The_Eras_Tour,"['https://en.wikipedia.org/wiki/Taylor_Swift:_The_Eras_Tour', 'https://en.wikipedia.org/wiki/The_Eras_Tour', 'https://en.wikipedia.org/wiki/Taylor_Swift']",1,1.0,1,1,6.976387023925781,10.08663272857666
77,How do multiple facts in the passage connect regarding Donald Trump sexual misconduct allegations?,"Since the 1970s , at least 28 women have accused Donald Trump of sexual misconduct.",https://en.wikipedia.org/wiki/Donald_Trump_sexual_misconduct_allegations,"['https://en.wikipedia.org/wiki/Donald_Trump_sexual_misconduct_allegations', 'https://en.wikipedia.org/wiki/Relationship_of_Donald_Trump_and_Jeffrey_Epstein', 'https://en.wikipedia.org/wiki/Donald_Trump']",1,1.0,1,1,2.9915432929992676,7.964619159698486
78,Why is History of mathematics significant according to the passage?,The answer is not available in the given context.,https://en.wikipedia.org/wiki/History_of_mathematics,"['https://en.wikipedia.org/wiki/Mathematical_logic', 'https://en.wikipedia.org/wiki/History_of_mathematics', 'https://en.wikipedia.org/wiki/Mathematics', 'https://en.wikipedia.org/wiki/Definitions_of_mathematics', 'https://en.wikipedia.org/wiki/Mathematical_analysis']",2,0.5,1,1,-1.989154577255249,7.267898082733154
79,Why is Matrix (mathematics) significant according to the passage?,"It is a rectangular array of numbers or other mathematical objects with elements or entries arranged in rows and columns , usually satisfying certain properties of addition and multiplication.",https://en.wikipedia.org/wiki/Matrix_(mathematics),['https://en.wikipedia.org/wiki/Matrix_(mathematics)'],1,1.0,1,1,0.0018231123685836792,4.296126842498779
80,How do multiple facts in the passage connect regarding Differential (mathematics)?,The answer is not available in the given context.,https://en.wikipedia.org/wiki/Differential_(mathematics),"['https://en.wikipedia.org/wiki/Differential_(mathematics)', 'https://en.wikipedia.org/wiki/Mathematical_analysis', 'https://en.wikipedia.org/wiki/Mathematics']",1,1.0,1,1,-1.4205281734466553,3.68196964263916
81,Why is Chinese mathematics significant according to the passage?,"The Chinese independently developed a real number system that includes significantly large and negative numbers , more than one numeral system ( binary and decimal ) , algebra , geometry , number theory and trigonometry.",https://en.wikipedia.org/wiki/Chinese_mathematics,"['https://en.wikipedia.org/wiki/Chinese_mathematics', 'https://en.wikipedia.org/wiki/History_of_mathematics', 'https://en.wikipedia.org/wiki/Indian_mathematics']",1,1.0,1,1,-0.8001006841659546,4.149587392807007
82,Why is Harry Potter significant according to the passage?,"Harry Potter is a hero because he loves others, even willing to accept death to save them.",https://en.wikipedia.org/wiki/Harry_Potter,"['https://en.wikipedia.org/wiki/Harry_Potter', 'https://en.wikipedia.org/wiki/Harry_Potter_(film_series)', 'https://en.wikipedia.org/wiki/Harry_Potter_(character)']",1,1.0,1,1,3.4092462062835693,9.568130254745483
83,Why is World War III significant according to the passage?,"It is widely predicted that such a war would involve all of the great powers, like its two predecessors, and the use of nuclear weapons or other weapons of mass destruction, thereby surpassing all prior conflicts in scale , devastation , and loss of life.",https://en.wikipedia.org/wiki/World_War_III,"['https://en.wikipedia.org/wiki/World_War_III', 'https://en.wikipedia.org/wiki/World_war', 'https://en.wikipedia.org/wiki/World_War_I', 'https://en.wikipedia.org/wiki/World_War_II']",1,1.0,1,1,3.445479393005371,4.6454362869262695
84,What is stated about List of unsolved problems in physics?,The answer is not available in the provided context.,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_physics,"['https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_physics', 'https://en.wikipedia.org/wiki/History_of_mathematics', 'https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/Computational_physics']",1,1.0,1,1,7.363577842712402,5.853297472000122
85,What are the key differences mentioned about Neoclassical architecture?,"The prevailing styles of architecture in most of Europe for the previous two centuries, Renaissance architecture and Baroque architecture, already represented partial revivals of the Classical architecture of ancient Rome and ancient Greek architecture, but the Neoclassical movement aimed to strip a also in Turin , Milan ( Giuseppe Piermarini ) and Trieste ( Matteo Pertsch ) . In the latter two cities , just as in Tuscany , the sober neoclassical style was linked to the reformism of the ruling Habsburg enlightened monarchs .",https://en.wikipedia.org/wiki/Neoclassical_architecture,"['https://en.wikipedia.org/wiki/Neoclassical_architecture', 'https://en.wikipedia.org/wiki/History_of_architecture', 'https://en.wikipedia.org/wiki/Rationalism_(architecture)']",1,1.0,1,1,3.830735206604004,5.635620832443237
86,What is stated about List of homicides in Illinois?,"It is divided into five subject areas as follows : Multiple homicides – homicides having multiple victims . It includes incidents such as the 1886 Haymarket affair , the 1966 murder of six student nurses by Richard Speck , and the 1982 Chicago Tylenol murders Serial killers – persons who murder three or more persons , with the incidents taking place over more than a month and including a significant pe  caplet '' , a tablet made in the shape of a capsule, as a drug delivery form and with the addition of tamper-evident safety seals to bottles of many sorts.",https://en.wikipedia.org/wiki/List_of_homicides_in_Illinois,"['https://en.wikipedia.org/wiki/List_of_homicides_in_Illinois', 'https://en.wikipedia.org/wiki/Chicago_Tylenol_murders', 'https://en.wikipedia.org/wiki/Ted_Bundy', 'https://en.wikipedia.org/wiki/James_W._Lewis', 'https://en.wikipedia.org/wiki/Zodiac_Killer', 'https://en.wikipedia.org/wiki/Zodiac_Killer_suspects']",1,1.0,1,1,6.840741157531738,4.945274353027344
87,How do multiple facts in the passage connect regarding Donald Trump sexual misconduct allegations?,"Since the 1970s , at least 28 women have accused Donald Trump of sexual misconduct.",https://en.wikipedia.org/wiki/Donald_Trump_sexual_misconduct_allegations,"['https://en.wikipedia.org/wiki/Donald_Trump_sexual_misconduct_allegations', 'https://en.wikipedia.org/wiki/Relationship_of_Donald_Trump_and_Jeffrey_Epstein', 'https://en.wikipedia.org/wiki/Donald_Trump']",1,1.0,1,1,2.9915432929992676,4.640102386474609
88,How do multiple facts in the passage connect regarding World War I?,World War I was a global conflict between two coalitions : the Allies ( or Entente ) and the Central Powers.,https://en.wikipedia.org/wiki/World_War_I,"['https://en.wikipedia.org/wiki/World_War_I', 'https://en.wikipedia.org/wiki/World_War_III', 'https://en.wikipedia.org/wiki/World_War_II', 'https://en.wikipedia.org/wiki/World_war']",1,1.0,1,1,-1.0705327987670898,4.5994713306427
89,Why is Will (philosophy) significant according to the passage?,It is considered central to the field of ethics because of its role in enabling deliberate action.,https://en.wikipedia.org/wiki/Will_(philosophy),['https://en.wikipedia.org/wiki/Will_(philosophy)'],1,1.0,1,1,4.110145568847656,4.199429512023926
90,What are the key differences mentioned about Astrophysics?,The answer is not available in the given context.,https://en.wikipedia.org/wiki/Astrophysics,"['https://en.wikipedia.org/wiki/Astrophysics', 'https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_physics', 'https://en.wikipedia.org/wiki/Branches_of_physics', 'https://en.wikipedia.org/wiki/Space_physics']",1,1.0,1,1,1.8194777965545654,2.9204115867614746
91,What are the key differences mentioned about World War II?,The Allies and the Axis powers.,https://en.wikipedia.org/wiki/World_War_II,"['https://en.wikipedia.org/wiki/World_War_II', 'https://en.wikipedia.org/wiki/World_War_III', 'https://en.wikipedia.org/wiki/World_War_I', 'https://en.wikipedia.org/wiki/World_war', 'https://en.wikipedia.org/wiki/Allies_of_World_War_II']",1,1.0,1,1,2.8892745971679688,2.5392048358917236
92,What is stated about Olympic sports?,The number of Olympic sports is limited by athlete and event limits.,https://en.wikipedia.org/wiki/Olympic_sports,"['https://en.wikipedia.org/wiki/Olympic_sports', 'https://en.wikipedia.org/wiki/Demonstration_sport', 'https://en.wikipedia.org/wiki/Sport']",1,1.0,1,1,4.5171098709106445,3.4168856143951416
93,How do multiple facts in the passage connect regarding Cradle of civilization?,The answer is not available in the given context.,https://en.wikipedia.org/wiki/Cradle_of_civilization,"['https://en.wikipedia.org/wiki/Cradle_of_civilization', 'https://en.wikipedia.org/wiki/Four_Great_Ancient_Civilizations', 'https://en.wikipedia.org/wiki/Civilization', 'https://en.wikipedia.org/wiki/Graham_Hancock', 'https://en.wikipedia.org/wiki/Economic_geography']",1,1.0,1,1,1.1910561323165894,5.394255638122559
94,Why is Draft (sports) significant according to the passage?,The answer is not available in the given context.,https://en.wikipedia.org/wiki/Draft_(sports),['https://en.wikipedia.org/wiki/Draft_(sports)'],1,1.0,1,1,0.30783212184906006,4.990301609039307
95,Why is Renaissance art significant according to the passage?,The answer is not available in the given context.,https://en.wikipedia.org/wiki/Renaissance_art,"['https://en.wikipedia.org/wiki/Renaissance_art', 'https://en.wikipedia.org/wiki/Architecture', 'https://en.wikipedia.org/wiki/History_of_architecture', 'https://en.wikipedia.org/wiki/Fine_art', 'https://en.wikipedia.org/wiki/Christian_culture', 'https://en.wikipedia.org/wiki/Visual_arts']",1,1.0,1,1,2.7669076919555664,2.0675296783447266
96,Why is Polar bear jail significant according to the passage?,The answer is not available in the given context.,https://en.wikipedia.org/wiki/Polar_bear_jail,"['https://en.wikipedia.org/wiki/Polar_bear_jail', 'https://en.wikipedia.org/wiki/Polar_bear', 'https://en.wikipedia.org/wiki/Polar_Bear']",1,1.0,1,1,3.031132698059082,2.240957021713257
97,Why is Donald Trump Jr. significant according to the passage?,He is an American businessman and activist.,https://en.wikipedia.org/wiki/Donald_Trump_Jr.,['https://en.wikipedia.org/wiki/Donald_Trump_Jr.'],1,1.0,1,1,3.0072011947631836,2.1882760524749756
98,How do multiple facts in the passage connect regarding Solar physics?,The answer is not available in the given context.,https://en.wikipedia.org/wiki/Solar_physics,"['https://en.wikipedia.org/wiki/Solar_physics', 'https://en.wikipedia.org/wiki/Space_physics', 'https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_physics', 'https://en.wikipedia.org/wiki/Astrophysics']",1,1.0,1,1,-3.0256268978118896,2.274231195449829
99,Why is Mathematical physics significant according to the passage?,The rigour of the similar type as found in mathematics.,https://en.wikipedia.org/wiki/Mathematical_physics,"['https://en.wikipedia.org/wiki/Mathematical_physics', 'https://en.wikipedia.org/wiki/Mathematicism', 'https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/Theoretical_physics', 'https://en.wikipedia.org/wiki/Mathematics', 'https://en.wikipedia.org/wiki/History_of_physics']",1,1.0,1,1,-0.477783203125,2.0009970664978027
100,How do multiple facts in the passage connect regarding Geography of California?,"The Sierra Nevada, the fertile farmlands of the Central Valley, and the arid Mojave Desert of the south are some of the geographic features of this U.S. state.",https://en.wikipedia.org/wiki/Geography_of_California,"['https://en.wikipedia.org/wiki/Geography_of_California', 'https://en.wikipedia.org/wiki/Carceral_geography', 'https://en.wikipedia.org/wiki/Geography', 'https://en.wikipedia.org/wiki/Cultural_geography', 'https://en.wikipedia.org/wiki/Human_geography']",1,1.0,1,1,-2.8064589500427246,2.2514753341674805
